unit_id	collection	url	dir_segment	study	run	n_unique_sequences	Species	Isotype	Chain	Disease	Vaccine	Subject	Age	Longitudinal	BSource	BType	Author	detail_status	detail_attempted
Banerjee_2017/csv/SRR5060327_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Banerjee_2017/csv/SRR5060327_Heavy_Bulk.csv.gz	csv	Banerjee_2017	SRR5060327	553073	rabbit	Bulk	Heavy	None	HIV	no	no	Vaccination-2	PBMC	Unsorted-B-Cells	Banerjee et al., 2017	ok	
Banerjee_2017/csv/SRR5060327_Heavy_IGHA.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Banerjee_2017/csv/SRR5060327_Heavy_IGHA.csv.gz	csv	Banerjee_2017	SRR5060327	2	rabbit	IGHA	Heavy	None	HIV	no	no	Vaccination-2	PBMC	Unsorted-B-Cells	Banerjee et al., 2017	ok	
Bashford_2013/csv/ERR220397_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220397_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220397	1772	human	Bulk	Heavy	CLL	None	Subject-CLL-1	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220398_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220398_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220398	113	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220399_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220399_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220399	104	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220400_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220400_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220400	5256	human	Bulk	Heavy	CLL	None	Subject-CLL-2	58	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220400_Heavy_IGHA.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220400_Heavy_IGHA.csv.gz	csv	Bashford_2013	ERR220400	3	human	IGHA	Heavy	CLL	None	Subject-CLL-2	58	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220400_Heavy_IGHG.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220400_Heavy_IGHG.csv.gz	csv	Bashford_2013	ERR220400	2	human	IGHG	Heavy	CLL	None	Subject-CLL-2	58	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220400_Heavy_IGHM.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220400_Heavy_IGHM.csv.gz	csv	Bashford_2013	ERR220400	1	human	IGHM	Heavy	CLL	None	Subject-CLL-2	58	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220401_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220401_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220401	2363	human	Bulk	Heavy	CLL	None	Subject-CLL-3	78	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220401_Heavy_IGHA.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220401_Heavy_IGHA.csv.gz	csv	Bashford_2013	ERR220401	1	human	IGHA	Heavy	CLL	None	Subject-CLL-3	78	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220401_Heavy_IGHG.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220401_Heavy_IGHG.csv.gz	csv	Bashford_2013	ERR220401	2	human	IGHG	Heavy	CLL	None	Subject-CLL-3	78	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220402_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220402_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220402	2320	human	Bulk	Heavy	CLL	None	Subject-CLL-4	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220402_Heavy_IGHA.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220402_Heavy_IGHA.csv.gz	csv	Bashford_2013	ERR220402	1	human	IGHA	Heavy	CLL	None	Subject-CLL-4	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220402_Heavy_IGHG.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220402_Heavy_IGHG.csv.gz	csv	Bashford_2013	ERR220402	1	human	IGHG	Heavy	CLL	None	Subject-CLL-4	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220403_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220403_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220403	1710	human	Bulk	Heavy	CLL	None	Subject-CLL-5	59	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220403_Heavy_IGHD.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220403_Heavy_IGHD.csv.gz	csv	Bashford_2013	ERR220403	1	human	IGHD	Heavy	CLL	None	Subject-CLL-5	59	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220404_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220404_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220404	146	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220405_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220405_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220405	35	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220406_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220406_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220406	76	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220407_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220407_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220407	39	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220408_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220408_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220408	182	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220409_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220409_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220409	10	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220410_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220410_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220410	8	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220411_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220411_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220411	115	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220412_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220412_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220412	4	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220413_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220413_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220413	3	human	Bulk	Heavy	CLL	None	Subject-CLL-10	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220414_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220414_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220414	107	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220415_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220415_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220415	24	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220416_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220416_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220416	25	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220417_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220417_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220417	13	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220418_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220418_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220418	15	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220419_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220419_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220419	6	human	Bulk	Heavy	CLL	None	Subject-CLL-11	81	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220420_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220420_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220420	229	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220421_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220421_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220421	7	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220422_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220422_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220422	7	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220423_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220423_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220423	67	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220424_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220424_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220424	10	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220425_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220425_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220425	3	human	Bulk	Heavy	CLL	None	Subject-CLL-6	67	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220426_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220426_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220426	132	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220426_Heavy_IGHM.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220426_Heavy_IGHM.csv.gz	csv	Bashford_2013	ERR220426	1	human	IGHM	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220427_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220427_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220427	44	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220428_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220428_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220428	12	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220429_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220429_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220429	48	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220430_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220430_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220430	8	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220431_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220431_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220431	36	human	Bulk	Heavy	CLL	None	Subject-CLL-7	69	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220432_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220432_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220432	105	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220433_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220433_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220433	17	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220434_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220434_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220434	8	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220435_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220435_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220435	42	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220436_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220436_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220436	82	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220437_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220437_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220437	1	human	Bulk	Heavy	CLL	None	Subject-CLL-8	64	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220438_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220438_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220438	71	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220439_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220439_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220439	18	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220440_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220440_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220440	3	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220441_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220441_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220441	5	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220442_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220442_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220442	20	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220443_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220443_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220443	13	human	Bulk	Heavy	CLL	None	Subject-CLL-9	77	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220444_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220444_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220444	13379	human	Bulk	Heavy	None	None	Subject-Healthy-1	74	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220444_Heavy_IGHG.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220444_Heavy_IGHG.csv.gz	csv	Bashford_2013	ERR220444	2	human	IGHG	Heavy	None	None	Subject-Healthy-1	74	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220445_Heavy_Bulk.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220445_Heavy_Bulk.csv.gz	csv	Bashford_2013	ERR220445	163052	human	Bulk	Heavy	None	None	Subject-Healthy-10	24	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220445_Heavy_IGHA.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220445_Heavy_IGHA.csv.gz	csv	Bashford_2013	ERR220445	21	human	IGHA	Heavy	None	None	Subject-Healthy-10	24	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
Bashford_2013/csv/ERR220445_Heavy_IGHG.csv.gz	unpaired	https://opig.stats.ox.ac.uk/webapps/ngsdb/unpaired/Bashford_2013/csv/ERR220445_Heavy_IGHG.csv.gz	csv	Bashford_2013	ERR220445	19	human	IGHG	Heavy	None	None	Subject-Healthy-10	24	no	PBMC	Unsorted-B-Cells	Bashford et al., 2013	ok	
